date,month,project_name,project_size,team_name,developer_name,developer_count,repository_name,commits,pull_requests,merge_conflicts,issues_resolved,bugs_reported,lines_added,lines_deleted
2025-04-29,2025-04,HealthTrack,Large,Backend,Putri Yuliani,22,healthtrack-integration,16,4,0,5,2,2583,1324
2025-04-30,2025-04,AuthFlow,Small,Backend,Arif Kusuma,4,authflow-api,10,2,0,5,2,733,249
2025-04-30,2025-04,FinSight,Large,Data,Bagas Pratama,20,finsight-pipeline,5,3,1,1,1,956,503
2025-04-30,2025-04,FinSight,Large,Frontend,Bagas Basuki,20,finsight-dashboard,7,4,2,2,2,1242,582
2025-04-30,2025-04,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,2,3,1,2,1,184,73
2025-05-01,2025-05,CommerceCore,Large,Mobile,Karina Santoso,18,commercecore-mobile,14,4,0,5,0,2025,901
2025-05-01,2025-05,FinSight,Large,DevOps,Joko Kusuma,20,finsight-platform,5,1,1,2,1,726,280
2025-05-01,2025-05,HealthTrack,Large,Backend,Fikri Santoso,22,healthtrack-integration,8,5,1,3,3,1305,586
2025-05-01,2025-05,LearningPortal,Medium,Backend,Eka Yuliani,12,learningportal-api,9,3,0,6,1,1277,803
2025-05-02,2025-05,CampusPay,Small,Backend,Alya Lestari,5,campuspay-api,8,4,0,4,0,285,43
2025-05-02,2025-05,CommerceCore,Large,Backend,Arif Saputra,18,commercecore-payment,13,3,0,6,2,961,355
2025-05-02,2025-05,CommerceCore,Large,Backend,Eka Mahendra,18,commercecore-api,8,2,0,2,2,815,215
2025-05-02,2025-05,FinSight,Large,Data,Hana Hartono,20,finsight-pipeline,4,3,0,3,1,728,224
2025-05-02,2025-05,HealthTrack,Large,Backend,Salsa Permata,22,healthtrack-integration,8,2,0,1,1,1428,663
2025-05-02,2025-05,HealthTrack,Large,Frontend,Dimas Anwar,22,healthtrack-clinic,7,5,3,4,2,860,286
2025-05-02,2025-05,LearningPortal,Medium,Mobile,Alya Ramadhan,12,learningportal-mobile,12,14,2,5,4,1747,1050
2025-05-02,2025-05,LogisticsOS,Large,DevOps,Bagas Hartono,26,logisticsos-infra,4,3,0,3,1,816,394
2025-05-03,2025-05,CampusPay,Small,Mobile,Citra Saputra,5,campuspay-mobile,8,8,0,2,2,413,116
2025-05-03,2025-05,HealthTrack,Large,Frontend,Vina Basuki,22,healthtrack-clinic,8,0,0,4,2,1229,721
2025-05-03,2025-05,HealthTrack,Large,Mobile,Raka Hartono,22,healthtrack-mobile,5,3,1,3,0,413,240
2025-05-03,2025-05,InventoryHub,Medium,Backend,Fikri Ramadhan,9,inventoryhub-api,13,6,0,4,1,1330,694
2025-05-04,2025-05,CommerceCore,Large,Mobile,Karina Mahendra,18,commercecore-mobile,3,4,1,4,1,304,123
2025-05-04,2025-05,LearningPortal,Medium,Mobile,Tegar Santoso,12,learningportal-mobile,15,7,1,11,0,1130,593
2025-05-04,2025-05,LogisticsOS,Large,Backend,Ilham Anwar,26,logisticsos-routing,7,5,2,4,2,1024,628
2025-05-04,2025-05,LogisticsOS,Large,Frontend,Ilham Firmansyah,26,logisticsos-control-tower,3,5,3,4,0,235,70
2025-05-04,2025-05,SupportSuite,Medium,Data,Alya Mahendra,10,supportsuite-insights,8,1,0,5,0,968,496
2025-05-05,2025-05,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,13,3,0,3,2,1652,547
2025-05-05,2025-05,CommerceCore,Large,DevOps,Nadia Adinata,18,commercecore-platform,9,2,1,4,2,1119,322
2025-05-05,2025-05,FinSight,Large,Backend,Hana Permata,20,finsight-api,4,4,1,4,0,729,315
2025-05-05,2025-05,FinSight,Large,Data,Bagas Pratama,20,finsight-pipeline,10,4,1,8,1,802,294
2025-05-05,2025-05,FinSight,Large,Frontend,Vina Anwar,20,finsight-dashboard,7,3,3,4,0,1040,416
2025-05-05,2025-05,HealthTrack,Large,DevOps,Nadia Nugraha,22,healthtrack-platform,7,3,0,4,1,644,290
2025-05-05,2025-05,HealthTrack,Large,Mobile,Eka Kusuma,22,healthtrack-mobile,11,5,0,3,1,1550,708
2025-05-05,2025-05,LearningPortal,Medium,Frontend,Dimas Yuliani,12,learningportal-web,13,5,3,7,1,2139,1390
2025-05-05,2025-05,LogisticsOS,Large,Backend,Laras Hartono,26,logisticsos-routing,8,5,2,3,1,909,372
2025-05-05,2025-05,LogisticsOS,Large,Mobile,Gita Wijaya,26,logisticsos-driver,8,2,0,2,1,747,278
2025-05-06,2025-05,AuthFlow,Small,Backend,Arif Kusuma,4,authflow-api,11,3,1,10,0,1130,554
2025-05-06,2025-05,CommerceCore,Large,Mobile,Rani Santoso,18,commercecore-mobile,15,6,2,10,2,2005,692
2025-05-06,2025-05,HealthTrack,Large,Frontend,Raka Pratama,22,healthtrack-clinic,4,5,1,8,1,584,269
2025-05-06,2025-05,LearningPortal,Medium,Frontend,Bima Permata,12,learningportal-web,15,5,1,7,4,2019,959
2025-05-06,2025-05,LogisticsOS,Large,Backend,Hana Adinata,26,logisticsos-routing,6,4,1,1,1,1099,339
2025-05-06,2025-05,LogisticsOS,Large,Data,Laras Kusuma,26,logisticsos-forecasting,7,2,1,3,0,758,220
2025-05-06,2025-05,LogisticsOS,Large,Data,Hana Santoso,26,logisticsos-forecasting,4,2,0,1,3,659,394
2025-05-06,2025-05,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,4,3,1,4,0,386,131
2025-05-07,2025-05,InventoryHub,Medium,Backend,Dewi Nugraha,9,inventoryhub-api,13,5,0,9,1,854,391
2025-05-07,2025-05,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,5,2,1,1,4,493,195
2025-05-08,2025-05,CommerceCore,Large,Frontend,Alya Basuki,18,commercecore-storefront,11,5,2,7,2,1950,1463
2025-05-08,2025-05,FinSight,Large,DevOps,Andi Yuliani,20,finsight-platform,7,4,1,2,1,800,218
2025-05-08,2025-05,FinSight,Large,DevOps,Rani Lestari,20,finsight-platform,5,2,0,3,1,1237,517
2025-05-08,2025-05,LearningPortal,Medium,Data,Ayu Saputra,12,learningportal-recommendation,11,7,2,6,1,748,431
2025-05-08,2025-05,LearningPortal,Medium,Data,Arif Basuki,12,learningportal-recommendation,8,6,0,6,1,729,243
2025-05-09,2025-05,FinSight,Large,Data,Fikri Anwar,20,finsight-pipeline,6,1,0,2,1,615,284
2025-05-09,2025-05,InventoryHub,Medium,DevOps,Farah Saputra,9,inventoryhub-infra,12,5,2,3,0,875,255
2025-05-09,2025-05,InventoryHub,Medium,Frontend,Eka Adinata,9,inventoryhub-admin,17,8,2,4,1,2219,1116
2025-05-09,2025-05,LogisticsOS,Large,DevOps,Andi Pratama,26,logisticsos-infra,10,4,3,4,2,948,558
2025-05-09,2025-05,SupportSuite,Medium,Backend,Citra Hartono,10,supportsuite-api,9,5,1,1,1,1613,283
2025-05-10,2025-05,FinSight,Large,Frontend,Bagas Basuki,20,finsight-dashboard,5,4,1,2,2,1081,825
2025-05-10,2025-05,LearningPortal,Medium,Frontend,Eka Anwar,12,learningportal-web,10,7,0,5,1,1505,491
2025-05-10,2025-05,LogisticsOS,Large,Data,Hana Yuliani,26,logisticsos-forecasting,7,3,1,5,2,858,515
2025-05-11,2025-05,FinSight,Large,Frontend,Ayu Kusuma,20,finsight-dashboard,10,3,0,7,2,2215,1240
2025-05-11,2025-05,HealthTrack,Large,DevOps,Bagas Kusuma,22,healthtrack-platform,16,5,1,2,1,2815,1260
2025-05-11,2025-05,HealthTrack,Large,Frontend,Dimas Basuki,22,healthtrack-clinic,8,2,0,6,1,1258,719
2025-05-11,2025-05,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,8,2,0,2,3,1014,490
2025-05-11,2025-05,LogisticsOS,Large,Mobile,Laras Santoso,26,logisticsos-driver,9,6,4,3,0,1438,406
2025-05-12,2025-05,CommerceCore,Large,Frontend,Farah Firmansyah,18,commercecore-storefront,11,9,2,4,0,880,242
2025-05-12,2025-05,LearningPortal,Medium,Data,Raka Anwar,12,learningportal-recommendation,14,7,1,4,1,1938,1139
2025-05-13,2025-05,FinSight,Large,Frontend,Naufal Hartono,20,finsight-dashboard,6,4,0,4,2,961,244
2025-05-13,2025-05,InventoryHub,Medium,DevOps,Made Yuliani,9,inventoryhub-infra,9,4,0,8,3,745,312
2025-05-13,2025-05,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,10,1,0,4,1,1550,1099
2025-05-14,2025-05,FinSight,Large,Backend,Ilham Mahendra,20,finsight-risk-engine,6,3,0,4,1,401,149
2025-05-14,2025-05,InventoryHub,Medium,Backend,Naufal Wijaya,9,inventoryhub-api,14,6,3,8,4,1274,441
2025-05-14,2025-05,InventoryHub,Medium,Frontend,Joko Anwar,9,inventoryhub-admin,10,4,1,4,3,778,389
2025-05-14,2025-05,SupportSuite,Medium,DevOps,Gita Ramadhan,10,supportsuite-ops,10,6,2,5,3,1246,134
2025-05-14,2025-05,SupportSuite,Medium,Frontend,Alya Hartono,10,supportsuite-console,12,5,1,5,2,982,547
2025-05-15,2025-05,HealthTrack,Large,Backend,Putri Yuliani,22,healthtrack-integration,6,2,0,3,0,434,228
2025-05-16,2025-05,AuthFlow,Small,Backend,Fikri Firmansyah,4,authflow-api,6,3,0,3,0,556,201
2025-05-16,2025-05,AuthFlow,Small,DevOps,Laras Nugraha,4,authflow-infra,19,8,2,9,1,1059,329
2025-05-16,2025-05,LearningPortal,Medium,Mobile,Rizky Permata,12,learningportal-mobile,17,7,0,10,3,2323,905
2025-05-16,2025-05,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-api,8,1,0,3,1,1640,861
2025-05-16,2025-05,SupportSuite,Medium,Frontend,Eka Santoso,10,supportsuite-console,10,2,0,0,2,1077,627
2025-05-17,2025-05,HealthTrack,Large,Data,Farah Yuliani,22,healthtrack-models,8,6,2,3,0,1157,353
2025-05-17,2025-05,InventoryHub,Medium,Data,Farah Basuki,9,inventoryhub-reporting,13,4,0,7,0,1606,306
2025-05-17,2025-05,SupportSuite,Medium,Backend,Laras Lestari,10,supportsuite-api,9,5,0,5,0,1355,951
2025-05-18,2025-05,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,6,2,0,5,2,494,196
2025-05-18,2025-05,CampusPay,Small,Backend,Karina Pratama,5,campuspay-api,10,5,0,6,1,456,213
2025-05-18,2025-05,CommerceCore,Large,Backend,Karina Lestari,18,commercecore-api,13,3,2,6,3,2003,871
2025-05-18,2025-05,FinSight,Large,Data,Joko Wijaya,20,finsight-pipeline,12,4,2,3,1,2340,968
2025-05-18,2025-05,FinSight,Large,DevOps,Joko Mahendra,20,finsight-platform,7,4,1,3,1,1475,909
2025-05-18,2025-05,SupportSuite,Medium,Frontend,Putri Lestari,10,supportsuite-console,13,4,1,6,3,1974,1040
2025-05-20,2025-05,FinSight,Large,Frontend,Gita Hartono,20,finsight-dashboard,11,5,2,7,3,1265,873
2025-05-20,2025-05,HealthTrack,Large,DevOps,Raka Santoso,22,healthtrack-platform,11,3,1,5,2,1769,723
2025-05-20,2025-05,SupportSuite,Medium,Data,Joko Adinata,10,supportsuite-insights,8,2,1,3,1,779,373
2025-05-21,2025-05,CommerceCore,Large,Backend,Made Lestari,18,commercecore-payment,14,3,1,9,0,1117,227
2025-05-21,2025-05,FinSight,Large,Backend,Raka Lestari,20,finsight-risk-engine,7,2,0,2,2,1678,402
2025-05-21,2025-05,LogisticsOS,Large,Backend,Dimas Kusuma,26,logisticsos-api,11,3,2,3,2,1168,374
2025-05-21,2025-05,LogisticsOS,Large,Frontend,Rizky Saputra,26,logisticsos-control-tower,6,2,0,1,2,843,314
2025-05-22,2025-05,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,7,2,0,2,1,541,327
2025-05-22,2025-05,CommerceCore,Large,Frontend,Bima Santoso,18,commercecore-storefront,8,5,1,3,1,926,388
2025-05-22,2025-05,FinSight,Large,Data,Alya Pratama,20,finsight-pipeline,5,4,1,0,2,308,94
2025-05-22,2025-05,HealthTrack,Large,Backend,Nadia Pratama,22,healthtrack-integration,8,3,2,3,1,1517,879
2025-05-22,2025-05,LogisticsOS,Large,DevOps,Gita Adinata,26,logisticsos-infra,11,2,1,2,2,1343,489
2025-05-23,2025-05,CommerceCore,Large,Data,Bagas Saputra,18,commercecore-warehouse,8,3,1,4,1,831,442
2025-05-23,2025-05,HealthTrack,Large,Backend,Ilham Basuki,22,healthtrack-integration,12,3,1,6,1,1063,361
2025-05-23,2025-05,LogisticsOS,Large,Frontend,Naufal Basuki,26,logisticsos-control-tower,9,5,3,3,3,843,300
2025-05-24,2025-05,CampusPay,Small,Data,Farah Permata,5,campuspay-analytics,18,11,1,8,2,1481,800
2025-05-24,2025-05,CommerceCore,Large,DevOps,Gita Permata,18,commercecore-platform,13,5,1,4,3,1203,494
2025-05-24,2025-05,HealthTrack,Large,Data,Bima Wijaya,22,healthtrack-models,13,7,3,3,1,1316,658
2025-05-24,2025-05,LogisticsOS,Large,Data,Ayu Basuki,26,logisticsos-forecasting,6,2,1,6,0,1206,305
2025-05-25,2025-05,CommerceCore,Large,Mobile,Ayu Ramadhan,18,commercecore-mobile,10,7,2,3,2,1000,395
2025-05-25,2025-05,FinSight,Large,Backend,Hana Mahendra,20,finsight-api,9,3,0,5,3,1329,437
2025-05-25,2025-05,HealthTrack,Large,Mobile,Nadia Firmansyah,22,healthtrack-mobile,9,1,1,3,2,420,99
2025-05-25,2025-05,InventoryHub,Medium,Data,Salsa Yuliani,9,inventoryhub-reporting,9,4,0,3,3,1299,904
2025-05-25,2025-05,LogisticsOS,Large,Frontend,Laras Wijaya,26,logisticsos-control-tower,5,3,0,3,2,915,425
2025-05-26,2025-05,HealthTrack,Large,Data,Ilham Wijaya,22,healthtrack-models,5,3,1,4,2,689,372
2025-05-26,2025-05,LogisticsOS,Large,Mobile,Ilham Permata,26,logisticsos-driver,6,4,0,3,0,695,334
2025-05-27,2025-05,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,13,7,3,6,2,1874,623
2025-05-27,2025-05,LogisticsOS,Large,Frontend,Citra Pratama,26,logisticsos-control-tower,12,5,5,3,6,1733,894
2025-05-27,2025-05,LogisticsOS,Large,Mobile,Tegar Basuki,26,logisticsos-driver,10,3,3,5,1,1244,522
2025-05-28,2025-05,CampusPay,Small,Mobile,Naufal Nugraha,5,campuspay-mobile,12,7,0,3,0,1405,464
2025-05-28,2025-05,FinSight,Large,DevOps,Hana Pratama,20,finsight-platform,7,4,1,0,4,1466,807
2025-05-28,2025-05,SupportSuite,Medium,DevOps,Bima Nugraha,10,supportsuite-ops,5,4,1,3,0,404,149
2025-05-29,2025-05,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,18,6,1,0,3,1193,460
2025-05-29,2025-05,HealthTrack,Large,Frontend,Putri Santoso,22,healthtrack-clinic,10,4,1,7,0,1756,569
2025-05-29,2025-05,LearningPortal,Medium,Backend,Eka Permata,12,learningportal-api,11,7,0,10,0,865,486
2025-05-30,2025-05,CommerceCore,Large,Data,Rani Nugraha,18,commercecore-warehouse,10,7,1,4,1,1062,497
2025-05-30,2025-05,FinSight,Large,Backend,Bagas Nugraha,20,finsight-api,7,5,1,4,0,1070,271
2025-05-30,2025-05,HealthTrack,Large,DevOps,Putri Kusuma,22,healthtrack-platform,14,5,2,4,4,1769,559
2025-05-30,2025-05,LearningPortal,Medium,Backend,Joko Basuki,12,learningportal-api,11,5,2,5,0,1386,617
2025-05-31,2025-05,HealthTrack,Large,Data,Dewi Yuliani,22,healthtrack-models,14,5,3,2,3,1603,484
2025-05-31,2025-05,LogisticsOS,Large,Backend,Laras Permata,26,logisticsos-api,6,3,1,4,2,1301,485
2025-05-31,2025-05,SupportSuite,Medium,Backend,Salsa Anwar,10,supportsuite-api,13,9,2,5,0,1594,622
2025-06-01,2025-06,CampusPay,Small,Backend,Karina Pratama,5,campuspay-api,18,3,0,6,3,1391,346
2025-06-01,2025-06,CampusPay,Small,Mobile,Citra Saputra,5,campuspay-mobile,30,9,1,11,1,3457,1299
2025-06-01,2025-06,HealthTrack,Large,Backend,Fikri Santoso,22,healthtrack-api,14,5,2,6,1,2410,1069
2025-06-01,2025-06,HealthTrack,Large,Data,Ilham Wijaya,22,healthtrack-models,10,7,1,5,2,1537,463
2025-06-01,2025-06,HealthTrack,Large,Mobile,Raka Hartono,22,healthtrack-mobile,6,6,1,4,2,949,367
2025-06-01,2025-06,LogisticsOS,Large,Mobile,Tegar Basuki,26,logisticsos-driver,11,4,3,3,3,1369,536
2025-06-01,2025-06,SupportSuite,Medium,Backend,Citra Hartono,10,supportsuite-api,9,3,0,1,3,1160,461
2025-06-02,2025-06,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,13,9,0,6,2,1744,372
2025-06-02,2025-06,CampusPay,Small,Data,Farah Permata,5,campuspay-analytics,19,5,2,8,4,2463,345
2025-06-02,2025-06,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,8,4,0,6,0,1592,850
2025-06-03,2025-06,FinSight,Large,Data,Hana Hartono,20,finsight-pipeline,7,3,2,3,1,702,220
2025-06-03,2025-06,LogisticsOS,Large,Frontend,Ilham Firmansyah,26,logisticsos-control-tower,9,2,0,1,2,1571,473
2025-06-03,2025-06,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,8,4,2,4,2,1350,951
2025-06-03,2025-06,SupportSuite,Medium,Data,Alya Mahendra,10,supportsuite-insights,13,7,1,4,1,1626,345
2025-06-04,2025-06,CommerceCore,Large,Data,Rani Nugraha,18,commercecore-warehouse,9,3,0,4,0,426,218
2025-06-04,2025-06,InventoryHub,Medium,Data,Farah Basuki,9,inventoryhub-reporting,16,6,2,5,3,1708,431
2025-06-05,2025-06,CommerceCore,Large,Frontend,Alya Basuki,18,commercecore-storefront,14,5,1,2,2,1589,730
2025-06-05,2025-06,CommerceCore,Large,Mobile,Ayu Ramadhan,18,commercecore-mobile,3,1,1,1,0,257,154
2025-06-05,2025-06,FinSight,Large,Backend,Raka Lestari,20,finsight-api,5,4,2,2,1,416,183
2025-06-05,2025-06,FinSight,Large,DevOps,Joko Mahendra,20,finsight-platform,8,2,0,1,0,1493,584
2025-06-05,2025-06,FinSight,Large,DevOps,Rani Lestari,20,finsight-platform,5,4,0,2,2,436,181
2025-06-05,2025-06,InventoryHub,Medium,Frontend,Eka Adinata,9,inventoryhub-admin,14,7,0,7,2,1322,747
2025-06-05,2025-06,LearningPortal,Medium,Frontend,Bima Permata,12,learningportal-web,11,4,0,6,2,1396,318
2025-06-05,2025-06,SupportSuite,Medium,DevOps,Gita Ramadhan,10,supportsuite-ops,10,7,3,4,3,1622,623
2025-06-06,2025-06,CommerceCore,Large,Backend,Made Lestari,18,commercecore-api,11,4,0,4,2,1207,510
2025-06-06,2025-06,CommerceCore,Large,Frontend,Farah Firmansyah,18,commercecore-storefront,13,6,2,3,3,1831,701
2025-06-06,2025-06,FinSight,Large,Data,Fikri Anwar,20,finsight-pipeline,6,2,1,5,1,1020,662
2025-06-06,2025-06,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-api,6,4,1,5,1,981,372
2025-06-06,2025-06,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,6,3,0,2,1,1380,411
2025-06-06,2025-06,SupportSuite,Medium,Frontend,Eka Santoso,10,supportsuite-console,8,4,0,6,1,837,489
2025-06-07,2025-06,HealthTrack,Large,Backend,Nadia Pratama,22,healthtrack-api,6,3,1,3,1,618,206
2025-06-07,2025-06,HealthTrack,Large,DevOps,Putri Kusuma,22,healthtrack-platform,3,1,0,2,1,320,164
2025-06-07,2025-06,LogisticsOS,Large,Backend,Hana Adinata,26,logisticsos-api,6,2,1,4,2,425,200
2025-06-07,2025-06,LogisticsOS,Large,Data,Hana Santoso,26,logisticsos-forecasting,5,4,2,5,1,1218,676
2025-06-08,2025-06,FinSight,Large,DevOps,Joko Kusuma,20,finsight-platform,7,4,2,3,2,1204,581
2025-06-08,2025-06,FinSight,Large,Frontend,Naufal Hartono,20,finsight-dashboard,5,3,1,0,3,944,531
2025-06-08,2025-06,HealthTrack,Large,Frontend,Putri Santoso,22,healthtrack-clinic,14,7,3,5,2,2127,873
2025-06-08,2025-06,LogisticsOS,Large,Mobile,Ilham Permata,26,logisticsos-driver,8,3,2,6,2,1499,670
2025-06-08,2025-06,LogisticsOS,Large,Mobile,Laras Santoso,26,logisticsos-driver,8,6,3,6,1,1255,435
2025-06-09,2025-06,CommerceCore,Large,Mobile,Rani Santoso,18,commercecore-mobile,10,5,3,3,0,1228,632
2025-06-09,2025-06,CommerceCore,Large,Mobile,Karina Mahendra,18,commercecore-mobile,9,4,1,5,0,1589,793
2025-06-09,2025-06,HealthTrack,Large,Data,Bima Wijaya,22,healthtrack-models,10,4,3,6,1,765,160
2025-06-09,2025-06,HealthTrack,Large,Mobile,Nadia Firmansyah,22,healthtrack-mobile,6,5,2,8,1,877,327
2025-06-09,2025-06,LogisticsOS,Large,Backend,Ilham Anwar,26,logisticsos-routing,6,4,4,3,2,532,299
2025-06-10,2025-06,FinSight,Large,Backend,Hana Permata,20,finsight-api,7,3,2,2,1,563,213
2025-06-10,2025-06,HealthTrack,Large,Data,Dewi Yuliani,22,healthtrack-models,9,4,0,2,3,801,291
2025-06-10,2025-06,LogisticsOS,Large,Backend,Dimas Kusuma,26,logisticsos-routing,9,3,1,5,1,1282,418
2025-06-10,2025-06,LogisticsOS,Large,Frontend,Rizky Saputra,26,logisticsos-control-tower,10,5,3,5,2,1544,653
2025-06-10,2025-06,SupportSuite,Medium,Data,Joko Adinata,10,supportsuite-insights,14,7,1,5,2,448,136
2025-06-11,2025-06,SupportSuite,Medium,Backend,Salsa Anwar,10,supportsuite-api,8,6,1,10,0,951,162
2025-06-12,2025-06,CommerceCore,Large,Backend,Arif Saputra,18,commercecore-payment,8,3,1,5,1,815,316
2025-06-12,2025-06,CommerceCore,Large,Mobile,Karina Santoso,18,commercecore-mobile,10,6,2,5,2,1525,729
2025-06-12,2025-06,FinSight,Large,Backend,Hana Mahendra,20,finsight-risk-engine,4,2,0,3,2,550,188
2025-06-12,2025-06,LogisticsOS,Large,DevOps,Gita Adinata,26,logisticsos-infra,5,2,1,2,1,769,282
2025-06-12,2025-06,SupportSuite,Medium,Backend,Laras Lestari,10,supportsuite-api,10,3,0,8,1,849,509
2025-06-12,2025-06,SupportSuite,Medium,Frontend,Putri Lestari,10,supportsuite-console,12,1,1,3,2,919,470
2025-06-13,2025-06,AuthFlow,Small,Backend,Arif Kusuma,4,authflow-api,26,8,1,8,1,1305,406
2025-06-13,2025-06,FinSight,Large,Data,Bagas Pratama,20,finsight-pipeline,12,5,2,6,2,2373,557
2025-06-13,2025-06,HealthTrack,Large,Backend,Salsa Permata,22,healthtrack-api,11,3,1,7,1,1694,826
2025-06-13,2025-06,HealthTrack,Large,Frontend,Dimas Anwar,22,healthtrack-clinic,8,3,2,1,2,606,336
2025-06-13,2025-06,LearningPortal,Medium,Backend,Eka Yuliani,12,learningportal-api,6,8,0,7,0,293,104
2025-06-13,2025-06,LearningPortal,Medium,Frontend,Dimas Yuliani,12,learningportal-web,7,6,0,5,1,1047,373
2025-06-13,2025-06,LogisticsOS,Large,DevOps,Andi Pratama,26,logisticsos-infra,10,4,1,4,2,1390,902
2025-06-14,2025-06,CommerceCore,Large,Data,Bagas Saputra,18,commercecore-warehouse,10,4,1,3,4,723,333
2025-06-14,2025-06,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,10,6,1,1,1,930,502
2025-06-15,2025-06,FinSight,Large,Frontend,Gita Hartono,20,finsight-dashboard,3,3,3,5,2,379,204
2025-06-15,2025-06,HealthTrack,Large,Frontend,Vina Basuki,22,healthtrack-clinic,9,2,0,3,1,656,285
2025-06-15,2025-06,LearningPortal,Medium,Frontend,Eka Anwar,12,learningportal-web,21,6,0,3,1,2389,1658
2025-06-15,2025-06,LearningPortal,Medium,Mobile,Tegar Santoso,12,learningportal-mobile,7,5,0,4,1,575,282
2025-06-16,2025-06,CommerceCore,Large,DevOps,Nadia Adinata,18,commercecore-platform,9,5,2,14,0,1439,354
2025-06-16,2025-06,FinSight,Large,Backend,Ilham Mahendra,20,finsight-api,7,3,2,4,2,1327,960
2025-06-16,2025-06,InventoryHub,Medium,Backend,Fikri Ramadhan,9,inventoryhub-api,16,8,0,9,3,1025,375
2025-06-16,2025-06,SupportSuite,Medium,DevOps,Bima Nugraha,10,supportsuite-ops,11,3,0,5,4,1536,830
2025-06-17,2025-06,FinSight,Large,Data,Alya Pratama,20,finsight-pipeline,8,4,1,5,2,1940,1189
2025-06-17,2025-06,HealthTrack,Large,DevOps,Nadia Nugraha,22,healthtrack-platform,12,5,3,5,3,2174,1033
2025-06-17,2025-06,LearningPortal,Medium,Data,Arif Basuki,12,learningportal-recommendation,13,7,1,9,1,453,166
2025-06-18,2025-06,FinSight,Large,Frontend,Vina Anwar,20,finsight-dashboard,10,3,0,3,1,2076,1251
2025-06-18,2025-06,HealthTrack,Large,Frontend,Raka Pratama,22,healthtrack-clinic,7,2,1,4,2,1376,867
2025-06-18,2025-06,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,9,4,1,4,2,1134,477
2025-06-18,2025-06,SupportSuite,Medium,Frontend,Alya Hartono,10,supportsuite-console,9,4,1,5,1,972,680
2025-06-19,2025-06,CommerceCore,Large,Backend,Karina Lestari,18,commercecore-payment,9,4,0,8,1,640,323
2025-06-19,2025-06,FinSight,Large,DevOps,Andi Yuliani,20,finsight-platform,3,1,1,1,1,647,376
2025-06-19,2025-06,InventoryHub,Medium,Data,Salsa Yuliani,9,inventoryhub-reporting,14,6,0,5,1,971,294
2025-06-19,2025-06,LearningPortal,Medium,Backend,Eka Permata,12,learningportal-api,12,2,0,8,2,1547,722
2025-06-19,2025-06,LogisticsOS,Large,Backend,Laras Hartono,26,logisticsos-api,10,3,1,3,2,1108,450
2025-06-19,2025-06,LogisticsOS,Large,Frontend,Naufal Basuki,26,logisticsos-control-tower,10,2,0,4,1,1990,738
2025-06-20,2025-06,FinSight,Large,Frontend,Ayu Kusuma,20,finsight-dashboard,8,3,1,4,3,803,544
2025-06-20,2025-06,HealthTrack,Large,DevOps,Bagas Kusuma,22,healthtrack-platform,9,5,1,3,3,987,491
2025-06-20,2025-06,HealthTrack,Large,Frontend,Dimas Basuki,22,healthtrack-clinic,8,2,1,2,0,729,205
2025-06-20,2025-06,LogisticsOS,Large,Data,Ayu Basuki,26,logisticsos-forecasting,6,5,1,3,3,612,230
2025-06-20,2025-06,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,8,5,2,4,0,1393,518
2025-06-20,2025-06,LogisticsOS,Large,Frontend,Citra Pratama,26,logisticsos-control-tower,5,2,0,3,2,713,344
2025-06-21,2025-06,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,15,6,1,6,1,1536,759
2025-06-21,2025-06,HealthTrack,Large,Backend,Putri Yuliani,22,healthtrack-integration,5,3,2,5,1,984,304
2025-06-21,2025-06,HealthTrack,Large,DevOps,Raka Santoso,22,healthtrack-platform,11,5,2,8,1,1056,378
2025-06-21,2025-06,LearningPortal,Medium,Data,Raka Anwar,12,learningportal-recommendation,11,5,0,2,0,2020,616
2025-06-21,2025-06,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,8,4,1,2,2,801,369
2025-06-22,2025-06,AuthFlow,Small,DevOps,Laras Nugraha,4,authflow-infra,21,10,1,4,1,3232,1371
2025-06-22,2025-06,HealthTrack,Large,Mobile,Eka Kusuma,22,healthtrack-mobile,11,3,0,4,4,771,344
